code_udi,sentence,population
063001846,Votre réseau alimente de façon permanente 14 personnes.,14
063001848,Votre réseau alimente de façon permanente 307 personnes.,307
063001852,Votre réseau alimente de façon permanente 8 personnes.,8
063001855,Votre réseau alimente de façon permanente 335 personnes.,335
063001856,Votre réseau alimente de façon permanente 32 personnes.,32
063001857,Votre réseau alimente de façon permanente 13 personnes.,13
063001860,Votre réseau alimente de façon permanente 9 personnes.,9
063001862,Votre réseau alimente de façon permanente 255 personnes.,255
063001863,Votre réseau alimente de façon permanente 348 personnes.,348
063001864,Votre réseau alimente de façon permanente 85 personnes.,85
063001865,Votre réseau alimente de façon permanente 14 personnes.,14
063001868,Votre réseau alimente de façon permanente 47 personnes.,47
063001869,Votre réseau alimente de façon permanente 1375 personnes.,1375
063001870,Votre réseau alimente de façon permanente 3318 personnes.,3318
063001882,Votre réseau alimente de façon permanente 4413 personnes.,4413
063001883,Votre réseau alimente de façon permanente 17448 personnes.,17448
063001884,Votre réseau alimente de façon permanente 61101 personnes.,61101
063001886,Votre réseau alimente de façon permanente 21 personnes.,21
063001887,Votre réseau alimente de façon permanente 18 personnes.,18
063001888,Votre réseau alimente de façon permanente 392 personnes.,392
063001889,Votre réseau alimente de façon permanente 251 personnes.,251
063001890,Votre réseau alimente de façon permanente 512 personnes.,512
063001891,Votre réseau alimente de façon permanente 15 personnes.,15
063001892,Votre réseau alimente de façon permanente 8 personnes.,8
063001893,Votre réseau alimente de façon permanente 13 personnes.,13
063001894,Votre réseau alimente de façon permanente 6 personnes.,6
063001895,Votre réseau alimente de façon permanente 388 personnes.,388
063001896,Votre réseau alimente de façon permanente 742 personnes.,742
063001898,Votre réseau alimente de façon permanente 1072 personnes.,1072
063001899,Votre réseau alimente de façon permanente 1 personnes.,1
063001901,Votre réseau alimente de façon permanente 233 personnes.,233
063001906,Votre réseau alimente de façon permanente 23 personnes.,23
063001907,Votre réseau alimente de façon permanente 22 personnes.,22
063001908,Votre réseau alimente de façon permanente 19 personnes.,19
063001909,Votre réseau alimente de façon permanente 170 personnes.,170
063001910,Votre réseau alimente de façon permanente 9499 personnes.,9499
063001911,Votre réseau alimente de façon permanente 203 personnes.,203
063001912,Votre réseau alimente de façon permanente 3830 personnes.,3830
063001913,Votre réseau alimente de façon permanente 4 personnes.,4
063001914,Votre réseau alimente de façon permanente 4 personnes.,4
063001915,Votre réseau alimente de façon permanente 66 personnes.,66
063001916,Votre réseau alimente de façon permanente 2 personnes.,2
063001918,Votre réseau alimente de façon permanente 1 personnes.,1
063001919,Votre réseau alimente de façon permanente 18 personnes.,18
063001920,Votre réseau alimente de façon permanente 162 personnes.,162
063001922,Votre réseau alimente de façon permanente 2874 personnes.,2874
063001923,Votre réseau alimente de façon permanente 27 personnes.,27
063001924,Votre réseau alimente de façon permanente 5 personnes.,5
063001925,Votre réseau alimente de façon permanente 1560 personnes.,1560
063001928,Votre réseau alimente de façon permanente 126 personnes.,126
063001938,Votre réseau alimente de façon permanente 17065 personnes.,17065
063001940,Votre réseau alimente de façon permanente 9182 personnes.,9182
063001944,Votre réseau alimente de façon permanente 3677 personnes.,3677
063001945,Votre réseau alimente de façon permanente 19618 personnes.,19618
063001946,Votre réseau alimente de façon permanente 1387 personnes.,1387
063001947,Votre réseau alimente de façon permanente 660 personnes.,660
063001948,Votre réseau alimente de façon permanente 19196 personnes.,19196
063001949,Votre réseau alimente de façon permanente 2413 personnes.,2413
063001951,Votre réseau alimente de façon permanente 157 personnes.,157
063001954,Votre réseau alimente de façon permanente 24496 personnes.,24496
063001956,Votre réseau alimente de façon permanente 15 personnes.,15
063001957,Votre réseau alimente de façon permanente 30 personnes.,30
063001960,Votre réseau alimente de façon permanente 2351 personnes.,2351
063001962,Votre réseau alimente de façon permanente 6895 personnes.,6895
063001963,Votre réseau alimente de façon permanente 1377 personnes.,1377
063001964,Votre réseau alimente de façon permanente 32188 personnes.,32188
063001966,Votre réseau alimente de façon permanente 4702 personnes.,4702
063001971,Votre réseau alimente de façon permanente 7135 personnes.,7135
063001972,Votre réseau alimente de façon permanente 373 personnes.,373
063001977,Votre réseau alimente de façon permanente 16 personnes.,16
063001978,Votre réseau alimente de façon permanente 106 personnes.,106
063001980,Votre réseau alimente de façon permanente 16075 personnes.,16075
063001981,Votre réseau alimente de façon permanente 62 personnes.,62
063001982,Votre réseau alimente de façon permanente 825 personnes.,825
063001983,Votre réseau alimente de façon permanente 128 personnes.,128
063001986,Votre réseau alimente de façon permanente 48 personnes.,48
063001987,Votre réseau alimente de façon permanente 131 personnes.,131
063001989,Votre réseau alimente de façon permanente 27 personnes.,27
063001992,Votre réseau alimente de façon permanente 17827 personnes.,17827
063001994,Votre réseau alimente de façon permanente 15 personnes.,15
063001995,Votre réseau alimente de façon permanente 7 personnes.,7
063001996,Votre réseau alimente de façon permanente 92 personnes.,92
063001997,Votre réseau alimente de façon permanente 49 personnes.,49
063001998,Votre réseau alimente de façon permanente 249 personnes.,249
063002004,Votre réseau alimente de façon permanente 45 personnes.,45
063002005,Votre réseau alimente de façon permanente 455 personnes.,455
063002006,Votre réseau alimente de façon permanente 23 personnes.,23
063002007,Votre réseau alimente de façon permanente 69 personnes.,69
063002008,Votre réseau alimente de façon permanente 15 personnes.,15
063002010,Votre réseau alimente de façon permanente 67 personnes.,67
063002049,Votre réseau alimente de façon permanente 2 personnes.,2
063002122,Votre réseau alimente de façon permanente 131 personnes.,131
063002137,Votre réseau alimente de façon permanente 21 personnes.,21
063002305,Votre réseau alimente de façon permanente 18 personnes.,18
063002306,Votre réseau alimente de façon permanente 58 personnes.,58
063002317,Votre réseau alimente de façon permanente 12 personnes.,12
063002318,Votre réseau alimente de façon permanente 11 personnes.,11
063002319,Votre réseau alimente de façon permanente 133 personnes.,133
063002320,Votre réseau alimente de façon permanente 12 personnes.,12
063002325,Votre réseau alimente de façon permanente 3 personnes.,3
063002343,Votre réseau alimente de façon permanente 7 personnes.,7
063002387,Votre réseau alimente de façon permanente 13 personnes.,13
063002395,Votre réseau alimente de façon permanente 67 personnes.,67
063002464,Votre réseau alimente de façon permanente 5 personnes.,5
063002472,Votre réseau alimente de façon permanente 1 personnes.,1
063002776,Votre réseau alimente de façon permanente 6 personnes.,6
063002782,Votre réseau alimente de façon permanente 6 personnes.,6
063002799,Votre réseau alimente de façon permanente 281 personnes.,281
063002863,Votre réseau alimente de façon permanente 5 personnes.,5
063002871,Votre réseau alimente de façon permanente 10211 personnes.,10211
063002873,Votre réseau alimente de façon permanente 52 personnes.,52
063002954,Votre réseau alimente de façon permanente 107 personnes.,107
063003046,Votre réseau alimente de façon permanente 159 personnes.,159
063003053,Votre réseau alimente de façon permanente 640 personnes.,640
063003070,Votre réseau alimente de façon permanente 39 personnes.,39
063003472,Votre réseau alimente de façon permanente 17 personnes.,17
063003489,Votre réseau alimente de façon permanente 1 personnes.,1
063003520,Votre réseau alimente de façon permanente 15 personnes.,15
063003559,Votre réseau alimente de façon permanente 8 personnes.,8
063003598,Votre réseau alimente de façon permanente 927 personnes.,927
063003757,Votre réseau alimente de façon permanente 5 personnes.,5
063003826,Votre réseau alimente de façon permanente 1 personnes.,1
063003867,Votre réseau alimente de façon permanente 3 personnes.,3
063003870,Votre réseau alimente de façon permanente 31 personnes.,31
063003924,Votre réseau alimente de façon permanente 112 personnes.,112
063003996,Votre réseau alimente de façon permanente 16 personnes.,16
063003997,Votre réseau alimente de façon permanente 32 personnes.,32
063004003,Votre réseau alimente de façon permanente 16 personnes.,16
063004017,Votre réseau alimente de façon permanente 2 personnes.,2
063004018,Votre réseau alimente de façon permanente 10 personnes.,10
063004019,Votre réseau alimente de façon permanente 5 personnes.,5
063004022,Votre réseau alimente de façon permanente 27 personnes.,27
063004028,Votre réseau alimente de façon permanente 13 personnes.,13
063004083,Votre réseau alimente de façon permanente 7 personnes.,7
063004114,Votre réseau alimente de façon permanente 7 personnes.,7
063004214,Votre réseau alimente de façon permanente 6 personnes.,6
063004216,Votre réseau alimente de façon permanente 4 personnes.,4
063004230,Votre réseau alimente de façon permanente 10 personnes.,10
063004244,Votre réseau alimente de façon permanente 24 personnes.,24
063004247,Votre réseau alimente de façon permanente 18 personnes.,18
063004260,Votre réseau alimente de façon permanente 5 personnes.,5
063004269,Votre réseau alimente de façon permanente 12 personnes.,12
063004270,Votre réseau alimente de façon permanente 15 personnes.,15
063004276,Votre réseau alimente de façon permanente 6 personnes.,6
063004341,Votre réseau alimente de façon permanente 37 personnes.,37
063004342,Votre réseau alimente de façon permanente 1 personnes.,1
063004343,Votre réseau alimente de façon permanente 103 personnes.,103
063004350,Votre réseau alimente de façon permanente 1653 personnes.,1653
063004496,Votre réseau alimente de façon permanente 3 personnes.,3
063004513,Votre réseau alimente de façon permanente 210 personnes.,210
